repo	family	line_no	category_guess	text
Kilo-Org/kilocode	AGENTS.md	29	test-before(E5)	Before saying an implementation is ready, run the smallest relevant checks that can catch lint, typecheck, and test failures for the touched package. Do not rely on manual extension launch to discover build problems. Fix failures you introduced before the final response, or state exactly which check
Kilo-Org/kilocode	AGENTS.md	37	unclassified	| JetBrains plugin | From `packages/kilo-jetbrains/`: `./gradlew typecheck`, `./gradlew test`. Requires Java 21 — check first with `java -version`. Install via SDKMAN if missing: `sdk install java 21-tem && sdk use java 21-tem`. |
Kilo-Org/kilocode	AGENTS.md	38	unclassified	| CI-only guards | Run affected guards documented above, such as `bun run knip`, `bun run check-kilocode-change`, `bun run script/check-opencode-annotations.ts`, or source link extraction |
Kilo-Org/kilocode	AGENTS.md	40	test-before(E5)	Never run root `bun test`; the root script prints `do not run tests from root` and exits with code 1. Use package-level tests instead.
Kilo-Org/kilocode	AGENTS.md	57	unclassified	- When a task primarily touches `packages/kilo-jetbrains/`, read `packages/kilo-jetbrains/AGENTS.md` before planning or editing. It covers split-mode architecture, IntelliJ source lookup, threading fundamentals, UI guidelines, and session component architecture.
Kilo-Org/kilocode	AGENTS.md	66	unclassified	| `packages/sdk/js/` | `@kilocode/sdk` | Auto-generated TypeScript SDK (client for the server API). Do not edit `src/gen/` by hand. |
Kilo-Org/kilocode	AGENTS.md	78	unclassified	- Avoid unnecessary destructuring. Instead of `const { a, b } = obj`, use `obj.a` and `obj.b` to preserve context
Kilo-Org/kilocode	AGENTS.md	79	unclassified	- Avoid `try`/`catch` where possible
Kilo-Org/kilocode	AGENTS.md	80	unclassified	- Avoid using the `any` type
Kilo-Org/kilocode	AGENTS.md	83	unclassified	- Rely on type inference when possible; avoid explicit type annotations or interfaces unless necessary for exports or clarity
Kilo-Org/kilocode	AGENTS.md	85	unclassified	### Avoid let statements
Kilo-Org/kilocode	AGENTS.md	87	unclassified	We don't like `let` statements, especially combined with if/else statements.
Kilo-Org/kilocode	AGENTS.md	110	unclassified	- Multi-word names are allowed only when a single word would be unclear or ambiguous.
Kilo-Org/kilocode	AGENTS.md	111	unclassified	- Do not introduce new camelCase compounds when a short single-word alternative is clear.
Kilo-Org/kilocode	AGENTS.md	112	unclassified	- Before finishing edits, review touched lines and shorten newly introduced identifiers where possible.
Kilo-Org/kilocode	AGENTS.md	114	unclassified	- Examples to avoid unless truly required: `inputPID`, `existingClient`, `connectTimeout`, `workerPath`.
Kilo-Org/kilocode	AGENTS.md	116	unclassified	### Avoid else statements
Kilo-Org/kilocode	AGENTS.md	118	unclassified	Prefer early returns or using an `iife` to avoid else statements.
Kilo-Org/kilocode	AGENTS.md	140	unclassified	Never leave a `catch` block empty. An empty `catch` silently swallows errors and hides bugs. If you're tempted to write one, ask yourself:
Kilo-Org/kilocode	AGENTS.md	167	unclassified	Only use multiple words if you cannot.
Kilo-Org/kilocode	AGENTS.md	187	unclassified	You MUST avoid using `mocks` as much as possible.
Kilo-Org/kilocode	AGENTS.md	188	unclassified	Tests MUST test actual implementation, do not duplicate logic into a test.
Kilo-Org/kilocode	AGENTS.md	192	unclassified	Do not pad markdown table cells for column alignment. Use the compact form with single-space-padded content cells and a minimal separator row:
Kilo-Org/kilocode	AGENTS.md	216	unclassified	User-facing changes (features, fixes, breaking changes) require a changeset file for release notes. Run `bunx changeset add` or manually create `.changeset/<slug>.md`. Use `patch` for bug fixes, `minor` for new features, `major` for breaking changes. See `.changeset/README.md` for details.
Kilo-Org/kilocode	AGENTS.md	232	unclassified	**Very important**: when planning or coding, update shared files with OpenCode as last resort! Everything is shared code from OpenCode, except folders that contain `kilo` in the name or have a parent directory that contains `kilo` in the name. Example of kilo specific folders: `packages/opencode/src
Kilo-Org/kilocode	AGENTS.md	243	unclassified	2. **Minimize changes to shared files** - When you must modify files that exist in upstream opencode, keep changes as small and isolated as possible.
Kilo-Org/kilocode	AGENTS.md	246	unclassified	Do not use these markers in files within directories with kilo in the name
Kilo-Org/kilocode	AGENTS.md	248	unclassified	4. **Avoid restructuring upstream code** - Don't refactor or reorganize code that comes from opencode unless absolutely necessary.
Kilo-Org/kilocode	AGENTS.md	256	unclassified	`bun install` sets `merge.conflictStyle=zdiff3` repo-locally via `script/setup-git.ts` (wired into `postinstall`). Conflicts include the common ancestor between `|||||||` and `=======`, which is what `script/upstream/` and `mergiraf` rely on for structural resolution and what makes manual resolution
NVIDIA/NemoClaw	AGENTS.md	8	unclassified	NVIDIA NemoClaw is an open-source reference stack for running [OpenClaw](https://openclaw.ai) always-on assistants inside [NVIDIA OpenShell](https://github.com/NVIDIA/OpenShell) sandboxes more safely. It provides CLI tooling, a blueprint for sandbox orchestration, and security hardening.
NVIDIA/NemoClaw	AGENTS.md	10	unclassified	**Status:** Alpha (March 2026+). Interfaces may change without notice.
NVIDIA/NemoClaw	AGENTS.md	59	unclassified	The `bin/` directory uses CommonJS intentionally for the launcher and a few compatibility helpers so the CLI still has a stable executable entry point. The main CLI implementation lives in `src/` and compiles to `dist/`. The `nemoclaw/` plugin uses TypeScript and requires compilation.
NVIDIA/NemoClaw	AGENTS.md	67	unclassified	3. **`e2e-branch-validation`** — `test/e2e/brev-e2e.test.ts` — validates a branch from source on ephemeral Brev instance (requires `BREV_API_TOKEN`)
NVIDIA/NemoClaw	AGENTS.md	73	unclassified	- Mock external dependencies; don't call real NVIDIA APIs in unit tests
NVIDIA/NemoClaw	AGENTS.md	85	unclassified	Security-sensitive code paths require extra test coverage.
NVIDIA/NemoClaw	AGENTS.md	91	vcs-commit/push(E2/E5/E11)	Conventional Commits required. Enforced by commitlint via prek `commit-msg` hook.
NVIDIA/NemoClaw	AGENTS.md	101	vcs-commit/push(E2/E5/E11)	Every source file must include an SPDX license header. The pre-commit hook auto-inserts them:
NVIDIA/NemoClaw	AGENTS.md	112	unclassified	- `bin/` launcher and remaining `scripts/*.js`: **CommonJS** (`require`/`module.exports`), Node.js 22.16+
NVIDIA/NemoClaw	AGENTS.md	128	unclassified	- All scripts must have shebangs and be executable
NVIDIA/NemoClaw	AGENTS.md	132	unclassified	Do not add links to third-party code repositories, community collections, or unofficial resources. Links to official tool documentation (Node.js, Python, uv) are acceptable.
NVIDIA/NemoClaw	AGENTS.md	146	unclassified	### Before Making Changes
NVIDIA/NemoClaw	AGENTS.md	150	unclassified	3. Check that `npm test` passes before starting
NVIDIA/NemoClaw	AGENTS.md	174	unclassified	- Use one exact `agent` per manifest (`openclaw`, `hermes`, etc.); do not make shared multi-agent manifests
NVIDIA/NemoClaw	AGENTS.md	178	unclassified	- Do not add Hermes behavior for an OpenClaw issue without a Hermes-specific repro or acceptance test
NVIDIA/NemoClaw	AGENTS.md	184	vcs-commit/push(E2/E5/E11)	- SPDX headers are auto-inserted by pre-commit hooks; don't worry about adding them manually
NVIDIA/NemoClaw	AGENTS.md	185	unclassified	- Coverage thresholds are ratcheted in `ci/coverage-threshold-*.json` — new code should not decrease CLI or plugin coverage
NVIDIA/NemoClaw	AGENTS.md	191	unclassified	- `.agents/skills/nemoclaw-user-*/*.md` is **autogenerated** — never edit directly
NVIDIA/NemoClaw	AGENTS.md	193	unclassified	- For normal docs changes, include only the source pages under `docs/`; the docs-to-skills hook runs in dry-run mode to validate generated output.
NVIDIA/NemoClaw	AGENTS.md	195	unclassified	- **Release prep only:** During release prep, run `nemoclaw-contributor-update-docs`, make doc version bumps, regenerate user skills, then open the docs refresh PR with both docs and generated user skills.
NVIDIA/NemoClaw	AGENTS.md	200	unclassified	- Run `make check` and `npm test` before submitting
NVIDIA/NemoClaw	CLAUDE.md	8	unclassified	NVIDIA NemoClaw is an open-source reference stack for running [OpenClaw](https://openclaw.ai) always-on assistants inside [NVIDIA OpenShell](https://github.com/NVIDIA/OpenShell) sandboxes more safely. It provides CLI tooling, a blueprint for sandbox orchestration, and security hardening.
NVIDIA/NemoClaw	CLAUDE.md	10	unclassified	**Status:** Alpha (March 2026+). Interfaces may change without notice.
NVIDIA/NemoClaw	CLAUDE.md	59	unclassified	The `bin/` directory uses CommonJS intentionally for the launcher and a few compatibility helpers so the CLI still has a stable executable entry point. The main CLI implementation lives in `src/` and compiles to `dist/`. The `nemoclaw/` plugin uses TypeScript and requires compilation.
NVIDIA/NemoClaw	CLAUDE.md	67	unclassified	3. **`e2e-branch-validation`** — `test/e2e/brev-e2e.test.ts` — validates a branch from source on ephemeral Brev instance (requires `BREV_API_TOKEN`)
NVIDIA/NemoClaw	CLAUDE.md	73	unclassified	- Mock external dependencies; don't call real NVIDIA APIs in unit tests
NVIDIA/NemoClaw	CLAUDE.md	85	unclassified	Security-sensitive code paths require extra test coverage.
NVIDIA/NemoClaw	CLAUDE.md	91	vcs-commit/push(E2/E5/E11)	Conventional Commits required. Enforced by commitlint via prek `commit-msg` hook.
NVIDIA/NemoClaw	CLAUDE.md	101	vcs-commit/push(E2/E5/E11)	Every source file must include an SPDX license header. The pre-commit hook auto-inserts them:
NVIDIA/NemoClaw	CLAUDE.md	112	unclassified	- `bin/` launcher and remaining `scripts/*.js`: **CommonJS** (`require`/`module.exports`), Node.js 22.16+
NVIDIA/NemoClaw	CLAUDE.md	128	unclassified	- All scripts must have shebangs and be executable
NVIDIA/NemoClaw	CLAUDE.md	132	unclassified	Do not add links to third-party code repositories, community collections, or unofficial resources. Links to official tool documentation (Node.js, Python, uv) are acceptable.
NVIDIA/NemoClaw	CLAUDE.md	146	unclassified	### Before Making Changes
NVIDIA/NemoClaw	CLAUDE.md	150	unclassified	3. Check that `npm test` passes before starting
NVIDIA/NemoClaw	CLAUDE.md	174	unclassified	- Use one exact `agent` per manifest (`openclaw`, `hermes`, etc.); do not make shared multi-agent manifests
NVIDIA/NemoClaw	CLAUDE.md	178	unclassified	- Do not add Hermes behavior for an OpenClaw issue without a Hermes-specific repro or acceptance test
NVIDIA/NemoClaw	CLAUDE.md	184	vcs-commit/push(E2/E5/E11)	- SPDX headers are auto-inserted by pre-commit hooks; don't worry about adding them manually
NVIDIA/NemoClaw	CLAUDE.md	185	unclassified	- Coverage thresholds are ratcheted in `ci/coverage-threshold-*.json` — new code should not decrease CLI or plugin coverage
NVIDIA/NemoClaw	CLAUDE.md	191	unclassified	- `.agents/skills/nemoclaw-user-*/*.md` is **autogenerated** — never edit directly
NVIDIA/NemoClaw	CLAUDE.md	193	unclassified	- For normal docs changes, include only the source pages under `docs/`; the docs-to-skills hook runs in dry-run mode to validate generated output.
NVIDIA/NemoClaw	CLAUDE.md	195	unclassified	- **Release prep only:** During release prep, run `nemoclaw-contributor-update-docs`, make doc version bumps, regenerate user skills, then open the docs refresh PR with both docs and generated user skills.
NVIDIA/NemoClaw	CLAUDE.md	200	unclassified	- Run `make check` and `npm test` before submitting
NevaMind-AI/memU	AGENTS.md	35	unclassified	- Do not change public API signatures unless explicitly required.
NevaMind-AI/memU	AGENTS.md	36	unclassified	- Preserve async behavior and existing workflow step contracts (`requires`/`produces` keys).
NevaMind-AI/memU	AGENTS.md	39	unclassified	- Validate `where`/scope behavior against `UserConfig.model`; do not bypass scope filtering.
NevaMind-AI/memU	AGENTS.md	56	unclassified	3. Add a regression test that fails before and passes after.
NevaMind-AI/memU	AGENTS.md	70	unclassified	If you cannot run a required check, state it explicitly in your final summary.
NevaMind-AI/memU	AGENTS.md	74	unclassified	Before finishing, ensure:
NousResearch/hermes-agent	AGENTS.md	18	unclassified	File counts shift constantly — don't treat the tree below as exhaustive.
NousResearch/hermes-agent	AGENTS.md	64	secrets(E1/E7)	**User config:** `~/.hermes/config.yaml` (settings), `~/.hermes/.env` (API keys only).
NousResearch/hermes-agent	AGENTS.md	184	unclassified	- `name` — canonical name without slash (e.g. `"background"`)
NousResearch/hermes-agent	AGENTS.md	189	unclassified	- `cli_only` — only available in the interactive CLI
NousResearch/hermes-agent	AGENTS.md	190	unclassified	- `gateway_only` — only available in messaging platforms
NousResearch/hermes-agent	AGENTS.md	191	unclassified	- `gateway_config_gate` — config dotpath (e.g. `"display.tool_progress_command"`); when set on a `cli_only` command, the command becomes available in the gateway if the config value is truthy. `GATEWAY_KNOWN_COMMANDS` always includes config-gated commands so the gateway can dispatch them; help/menus
NousResearch/hermes-agent	AGENTS.md	193	unclassified	**Adding an alias** requires only adding it to the `aliases` tuple on the existing `CommandDef`. No other file changes needed — dispatch, help text, Telegram menu, Slack mapping, and autocomplete all update automatically.
NousResearch/hermes-agent	AGENTS.md	257	unclassified	**Do not re-implement the primary chat experience in React.** The main transcript, composer/input flow (including slash-command behavior), and PTY-backed terminal belong to the embedded `hermes --tui` — anything new you add to Ink shows up in the dashboard automatically. If you find yourself rebuild
NousResearch/hermes-agent	AGENTS.md	265	unclassified	For most custom or local-only tools, do **not** edit Hermes core. Use the plugin
NousResearch/hermes-agent	AGENTS.md	269	unclassified	enabled or disabled without touching `tools/` or `toolsets.py`.
NousResearch/hermes-agent	AGENTS.md	271	unclassified	Use the built-in route below only when the user is explicitly contributing a new
NousResearch/hermes-agent	AGENTS.md	274	unclassified	Built-in/core tools require changes in **2 files**:
NousResearch/hermes-agent	AGENTS.md	297	unclassified	**2. Add to `toolsets.py`** — either `_HERMES_CORE_TOOLS` (all platforms) or a new toolset. **This step is required:** auto-discovery imports the tool and registers its schema, but the tool is only *exposed to an agent* if its name appears in a toolset. `_HERMES_CORE_TOOLS` is not dead code — it's t
NousResearch/hermes-agent	AGENTS.md	301	unclassified	The registry handles schema collection, dispatch, availability checking, and error wrapping. All handlers MUST return a JSON string.
NousResearch/hermes-agent	AGENTS.md	305	unclassified	**State files**: If a tool stores persistent state (caches, logs, checkpoints), use `get_hermes_home()` for the base directory — never `Path.home() / ".hermes"`. This ensures each profile gets its own state.
NousResearch/hermes-agent	AGENTS.md	307	unclassified	**Agent-level tools** (todo, memory): intercepted by `run_agent.py` before `handle_function_call()`. See `tools/todo_tool.py` for the pattern.
NousResearch/hermes-agent	AGENTS.md	313	unclassified	All dependencies must have upper bounds to limit supply-chain attack surface.
NousResearch/hermes-agent	AGENTS.md	322	unclassified	| CI-only pip | `==exact` | `pyyaml==6.0.2` |
NousResearch/hermes-agent	AGENTS.md	327	vcs-commit/push(E2/E5/E11)	3. Never commit a bare `>=X.Y.Z` without a ceiling — CI and reviewers will reject it.
NousResearch/hermes-agent	AGENTS.md	339	unclassified	ONLY if you need to actively migrate/transform existing user config
NousResearch/hermes-agent	AGENTS.md	341	unclassified	section is handled automatically by the deep-merge and does NOT require
NousResearch/hermes-agent	AGENTS.md	360	secrets(E1/E7)	### .env variables (SECRETS ONLY — API keys, tokens, passwords):
NousResearch/hermes-agent	AGENTS.md	508	unclassified	(lifecycle). **Discovery timing pitfall:** `discover_plugins()` only runs
NousResearch/hermes-agent	AGENTS.md	510	unclassified	state without importing `model_tools.py` first must call `discover_plugins()`
NousResearch/hermes-agent	AGENTS.md	527	unclassified	framework only exposes CLI commands for the **currently active** memory
NousResearch/hermes-agent	AGENTS.md	529	unclassified	providers don't clutter `hermes --help`.
NousResearch/hermes-agent	AGENTS.md	531	readonly(E6)	**Rule (Teknium, May 2026):** plugins MUST NOT modify core files
NousResearch/hermes-agent	AGENTS.md	534	unclassified	generic plugin surface (new hook, new ctx method) — never hardcode
NousResearch/hermes-agent	AGENTS.md	540	unclassified	backends must ship as **standalone plugin repos** that users install
NousResearch/hermes-agent	AGENTS.md	543	unclassified	path, and integrate via `hermes memory setup` / `post_setup()` without
NousResearch/hermes-agent	AGENTS.md	565	unclassified	profile without a repo patch.
NousResearch/hermes-agent	AGENTS.md	569	unclassified	without an explicit `kind:` get auto-coerced via a source-text heuristic
NousResearch/hermes-agent	AGENTS.md	619	unclassified	must meet these standards before merge. Reviewers reject PRs that
NousResearch/hermes-agent	AGENTS.md	626	unclassified	"comprehensive", "seamless", "advanced"). Don't repeat the skill
NousResearch/hermes-agent	AGENTS.md	636	unclassified	2. **Tools referenced in SKILL.md prose must be native Hermes tools or
NousResearch/hermes-agent	AGENTS.md	641	unclassified	`` `browser_navigate` ``, `` `delegate_task` ``, etc.). Do NOT
NousResearch/hermes-agent	AGENTS.md	648	unclassified	should not be the headline interaction surface in the prose.
NousResearch/hermes-agent	AGENTS.md	651	unclassified	Skills that use POSIX-only primitives (`fcntl`, `termios`,
NousResearch/hermes-agent	AGENTS.md	654	unclassified	`systemctl`) must declare their supported platforms. Default
NousResearch/hermes-agent	AGENTS.md	657	unclassified	of `grep`. Gate to a narrower set only when the dependency is
NousResearch/hermes-agent	AGENTS.md	677	unclassified	templates in `templates/`.** Don't expect the model to inline-write
NousResearch/hermes-agent	AGENTS.md	682	unclassified	7. **Tests live at `tests/skills/test_<skill>_skill.py`** and use only
NousResearch/hermes-agent	AGENTS.md	687	unclassified	block.** Don't touch the surrounding file — contributor-supplied
NousResearch/hermes-agent	AGENTS.md	689	unclassified	skill's own block must be dropped during salvage.
NousResearch/hermes-agent	AGENTS.md	693	unclassified	`references/new-skill-pr-salvage.md` — load it before polishing
NousResearch/hermes-agent	AGENTS.md	721	unclassified	child's summary before continuing its own loop — if the parent is
NousResearch/hermes-agent	AGENTS.md	745	unclassified	work that must outlive the current turn, use `cronjob` or
NousResearch/hermes-agent	AGENTS.md	753	unclassified	skills and auto-archives stale ones. Users never lose skills; archives
NousResearch/hermes-agent	AGENTS.md	767	unclassified	- Curator only touches skills with `created_by: "agent"` provenance —
NousResearch/hermes-agent	AGENTS.md	769	destructive-fs/db(E11)	- Never deletes; max destructive action is archive.
NousResearch/hermes-agent	AGENTS.md	812	unclassified	intentionally do not run during cron.
NousResearch/hermes-agent	AGENTS.md	863	unclassified	### Prompt Caching Must Not Break
NousResearch/hermes-agent	AGENTS.md	865	unclassified	Hermes-Agent ensures caching remains valid throughout a conversation. **Do NOT implement changes that would:**
NousResearch/hermes-agent	AGENTS.md	870	unclassified	Cache-breaking forces dramatically higher costs. The ONLY time we alter context is during context compression.
NousResearch/hermes-agent	AGENTS.md	873	unclassified	must be **cache-aware**: default to deferred invalidation (change takes
NousResearch/hermes-agent	AGENTS.md	885	unclassified	- `result` — only the final completion message
NousResearch/hermes-agent	AGENTS.md	886	unclassified	- `error` — only the final message when exit code != 0
NousResearch/hermes-agent	AGENTS.md	897	unclassified	`HERMES_HOME` before any module imports. All `get_hermes_home()` references
NousResearch/hermes-agent	AGENTS.md	903	unclassified	NEVER hardcode `~/.hermes` or `Path.home() / ".hermes"` in code that reads/writes state.
NousResearch/hermes-agent	AGENTS.md	928	unclassified	4. **Tests that mock `Path.home()` must also set `HERMES_HOME`** — since code now uses
NousResearch/hermes-agent	AGENTS.md	949	unclassified	### DO NOT hardcode `~/.hermes` paths
NousResearch/hermes-agent	AGENTS.md	954	unclassified	### DO NOT introduce new `simple_term_menu` usage
NousResearch/hermes-agent	AGENTS.md	955	unclassified	Existing call sites in `hermes_cli/main.py` remain for legacy fallback only;
NousResearch/hermes-agent	AGENTS.md	958	unclassified	interactive menus must use `hermes_cli/curses_ui.py` — see
NousResearch/hermes-agent	AGENTS.md	961	unclassified	### DO NOT use `\033[K` (ANSI erase-to-EOL) in spinner/display code
NousResearch/hermes-agent	AGENTS.md	967	unclassified	### DO NOT hardcode cross-tool references in schema descriptions
NousResearch/hermes-agent	AGENTS.md	968	secrets(E1/E7)	Tool schema descriptions must not mention tools from other toolsets by name (e.g., `browser_navigate` saying "prefer web_search"). Those tools may be unavailable (missing API keys, disabled toolset), causing the model to hallucinate calls to non-existent tools. If a cross-reference is needed, add it
NousResearch/hermes-agent	AGENTS.md	970	unclassified	### The gateway has TWO message guards — both must bypass approval/control commands
NousResearch/hermes-agent	AGENTS.md	975	unclassified	`/queue`, `/status`, `/approve`, `/deny` before they reach
NousResearch/hermes-agent	AGENTS.md	976	unclassified	`running_agent.interrupt()`. Any new command that must reach the runner
NousResearch/hermes-agent	AGENTS.md	977	unclassified	while the agent is blocked (e.g. approval prompts) MUST bypass BOTH
NousResearch/hermes-agent	AGENTS.md	982	unclassified	Before squash-merging a PR, ensure the branch is up to date with `main`
NousResearch/hermes-agent	AGENTS.md	989	unclassified	### Don't wire in dead code without E2E validation
NousResearch/hermes-agent	AGENTS.md	990	unclassified	Unused code that was never shipped was dead for a reason. Before wiring an
NousResearch/hermes-agent	AGENTS.md	994	readonly(E6)	### Tests must not write to `~/.hermes/`
NousResearch/hermes-agent	AGENTS.md	995	unclassified	The `_isolate_hermes_home` autouse fixture in `tests/conftest.py` redirects `HERMES_HOME` to a temp dir. Never hardcode `~/.hermes/` paths in tests.
NousResearch/hermes-agent	AGENTS.md	1014	unclassified	**ALWAYS use `scripts/run_tests.sh`** — do not call `pytest` directly. The script enforces
NousResearch/hermes-agent	AGENTS.md	1041	unclassified	finishes in roughly the same wall time as before, but flake-free.
NousResearch/hermes-agent	AGENTS.md	1053	unclassified	| | Without wrapper | With wrapper |
NousResearch/hermes-agent	AGENTS.md	1065	unclassified	### Running without the wrapper (only if you must)
NousResearch/hermes-agent	AGENTS.md	1083	test-before(E5)	Always run the full suite before pushing changes.
NousResearch/hermes-agent	AGENTS.md	1085	unclassified	### Don't write change-detector tests
NousResearch/hermes-agent	AGENTS.md	1093	unclassified	**Do not write:**
NousResearch/hermes-agent	AGENTS.md	1126	unclassified	it reads like a contract about how two pieces of data must relate, keep it.
NousResearch/hermes-agent	AGENTS.md	1132	unclassified	them into invariants before re-requesting review.
OpenHands/OpenHands	AGENTS.md	6	unclassified	You don't need to do this unless the user asks you to, or if you're trying to run the entire application.
OpenHands/OpenHands	AGENTS.md	20	secrets(E1/E7)	- In this sandbox environment, an inherited `SESSION_API_KEY` can make `/api/v1/settings` return 401 in the browser. Unset it before `make run` when you want to use the local web UI directly.
OpenHands/OpenHands	AGENTS.md	24	vcs-commit/push(E2/E5/E11)	IMPORTANT: Before making any changes to the codebase, ALWAYS run `make install-pre-commit-hooks` to ensure pre-commit hooks are properly installed.
OpenHands/OpenHands	AGENTS.md	26	test-before(E5)	Before pushing any changes, you MUST ensure that any lint errors or simple test errors have been fixed.
OpenHands/OpenHands	AGENTS.md	32	vcs-commit/push(E2/E5/E11);test-before(E5)	The pre-commit hooks MUST pass successfully before pushing any changes to the repository. This is a mandatory requirement to maintain code quality and consistency.
OpenHands/OpenHands	AGENTS.md	35	unclassified	then re-run the command to ensure it passes. Common issues include:
OpenHands/OpenHands	AGENTS.md	43	unclassified	- Prefer specific `git add <filename>` instead of `git add .` to avoid accidentally staging unintended files
OpenHands/OpenHands	AGENTS.md	49	vcs-commit/push(E2/E5/E11)	- Pin external third-party actions to a full 40-character commit SHA, with the version tag in a trailing comment (e.g. `uses: owner/repo@<sha> # v1.2.3`). Do not use mutable tags (`@v1`) or branches for third-party actions.
OpenHands/OpenHands	AGENTS.md	55	mediation(E3)	When regenerating lockfiles (poetry.lock, uv.lock, etc.), you MUST use the same tool version that originally generated the lockfile to avoid unnecessary diff noise. Each lockfile contains a version header indicating which tool version was used.
OpenHands/OpenHands	AGENTS.md	87	unclassified	This ensures that lockfile updates only contain actual dependency changes, not tool version migration artifacts.
OpenHands/OpenHands	AGENTS.md	91	vcs-mainbranch(E5/E11)	When working on a PR that requires design documents, scripts meant for development-only, or other temporary artifacts that should NOT be merged to main, store them in a `.pr/` directory at the repository root.
OpenHands/OpenHands	AGENTS.md	107	vcs-commit/push(E2/E5/E11)	3. **Fork PRs**: Auto-cleanup cannot push to forks, so manual removal is required before merging
OpenHands/OpenHands	AGENTS.md	111	unclassified	- Do NOT put anything in `.pr/` that needs to be preserved after merge
OpenHands/OpenHands	AGENTS.md	112	unclassified	- The `.pr/` check passes (green ✅) during development — it only posts a notification, not a blocking error
OpenHands/OpenHands	AGENTS.md	113	unclassified	- For fork PRs: You must manually remove `.pr/` before the PR can be merged
OpenHands/OpenHands	AGENTS.md	150	unclassified	- Data Access Layer: API client methods are located in `frontend/src/api` and should never be called directly from UI components - they must always be wrapped with TanStack Query
OpenHands/OpenHands	AGENTS.md	155	unclassified	- For SaaS organization management screens, prefer deriving the selected organization from `useOrganizations()` plus the selected org ID store instead of adding a dedicated single-org fetch when only list-level fields (for example `name`) are needed.
OpenHands/OpenHands	AGENTS.md	163	unclassified	- Check only: `npm run lint`
OpenHands/OpenHands	AGENTS.md	242	unclassified	- Database changes require careful migration planning in `enterprise/migrations/`
OpenHands/OpenHands	AGENTS.md	243	unclassified	- Always test changes in both OpenHands and enterprise contexts
OpenHands/OpenHands	AGENTS.md	252	unclassified	- Mock external database connections in unit tests to avoid dependency on running services
OpenHands/OpenHands	AGENTS.md	253	unclassified	- Use real database connections only for integration tests
OpenHands/OpenHands	AGENTS.md	256	unclassified	- Use relative imports without `enterprise.` prefix in enterprise code
OpenHands/OpenHands	AGENTS.md	264	unclassified	- Write platform-agnostic tests (avoid hardcoded OS-specific assertions)
OpenHands/OpenHands	AGENTS.md	278	unclassified	- If tests fail, ensure all dependencies are installed: `poetry install --with dev,test`
OpenHands/OpenHands	AGENTS.md	280	unclassified	- For frontend issues, ensure the main OpenHands frontend is built: `make build`
OpenHands/OpenHands	AGENTS.md	283	unclassified	- **If GitHub CI fails but local linting passes**: Always use `--show-diff-on-failure` flag to match CI behavior exactly
OpenHands/OpenHands	AGENTS.md	308	readonly(E6)	- VS Code tab, Terminal, and Planner show read-only messages instead of loading states
OpenHands/OpenHands	AGENTS.md	309	unclassified	- All interactive elements that require a running sandbox are disabled
OpenHands/OpenHands	AGENTS.md	312	unclassified	When mocking `useAgentState` in tests, always include the `isArchived` property:
OpenHands/OpenHands	AGENTS.md	331	unclassified	- **Without frontmatter**: Always loaded into LLM context
OpenHands/OpenHands	AGENTS.md	332	unclassified	- **With triggers in frontmatter**: Only loaded when user's message matches the specified trigger keywords
OpenHands/OpenHands	AGENTS.md	356	unclassified	- Special actions (like "think") are displayed as collapsible elements only
OpenHands/OpenHands	AGENTS.md	396	unclassified	- Benefits: Allows bulk changes, explicit save action, can validate all fields before saving
OpenHands/OpenHands	AGENTS.md	401	secrets(E1/E7)	- Git provider tokens in the local/OSS integrations settings are managed through the V1 secrets endpoints (`POST`/`DELETE /api/v1/secrets/git-providers`). Do not reuse the logout flow for disconnecting tokens; `useLogout` is for actual app logout and still targets legacy OSS logout behavior.
OpenHands/OpenHands	AGENTS.md	423	unclassified	- This is required for the model to appear in the frontend model selector
OpenHands/OpenHands	AGENTS.md	451	unclassified	- **MODELS_WITHOUT_STOP_WORDS**: Models that don't support stop word parameters
OpenHands/OpenHands	AGENTS.md	467	unclassified	When adding a new boolean enable toggle read from an environment variable (e.g. `FEATURE_ENABLED`, `SLACK_WEBHOOKS_ENABLED`), the check **must** accept both `'true'` and `'1'` as truthy values. Older Helm chart versions default to `'1'` rather than `'true'`, so accepting only one form silently disab
OpenHands/OpenHands	AGENTS.md	469	unclassified	**Required pattern:**
OpenHands/OpenHands	AGENTS.md	474	unclassified	**Do not use:**
OpenHands/OpenHands	AGENTS.md	486	secrets(E1/E7)	(LLM config, secrets) securely via `LookupSecret`. Raw secret values only flow SaaS→sandbox,
OpenHands/OpenHands	AGENTS.md	487	unclassified	never through the SDK client.
OpenHands/OpenHands	AGENTS.md	491	secrets(E1/E7)	- `GET /api/v1/users/me` → Full user settings (secrets masked, Bearer only)
OpenHands/OpenHands	AGENTS.md	513	unclassified	- The duplicate check is used only as a veto/guardrail for `good first issue` automation: duplicate or overlapping-scope issues should not be auto-labeled.
OpenPipe/ART	CLAUDE.md	11	test-before(E5)	- Always run tests before committing. The test command is `uv run prek run --all-files`.
OpenPipe/ART	CLAUDE.md	15	unclassified	- If asked to help with a release, refer to the checklist in CONTRIBUTING.md. Be sure to first share a draft of the release notes with the user before actually publishing the release to GitHub.
OpenPipe/ART	CLAUDE.md	27	unclassified	- If the image is a png, first convert it to webp using `magick <input.png> <output.webp>`. Do not include the original png in the repo.
